Serial Number:20293298 --

Date Time - GMT +05:00,"Temp, (*F)","RH, (%)","DewPt, (*F)",Host Connect,Button Down,EOF,
2018-05-22 08:08:23,60.72,87.23,56.94, , , ,
2018-05-22 08:23:23,59.64,91.35,57.15, , , ,
2018-05-22 08:38:23,60.64,91.90,58.31, , , ,
2018-05-22 08:53:23,59.25,96.77,58.37, , , ,
2018-05-22 09:08:23,60.72,96.12,59.64, , , ,
2018-05-22 09:23:23,60.80,96.20,59.75, , , ,
2018-05-22 09:38:23,59.87,94.78,58.40, , , ,
2018-05-22 09:53:23,59.87,97.25,59.12, , , ,
2018-05-22 10:08:23,58.64,97.46,57.95, , , ,
2018-05-22 10:23:23,58.02,99.00,57.77, , , ,
2018-05-22 10:38:23,57.86,99.40,57.73, , , ,
2018-05-22 10:53:23,58.02,99.82,58.00, , , ,
2018-05-22 11:08:23,58.25,98.29,57.80, , , ,
2018-05-22 11:23:23,58.48,98.26,58.02, , , ,
2018-05-22 11:38:23,58.33,99.45,58.21, , , ,
2018-05-22 11:53:23,58.10,99.45,57.98, , , ,
2018-05-22 12:08:23,57.86,99.80,57.84, , , ,
2018-05-22 12:23:23,57.71,99.98,57.74, , , ,
2018-05-22 12:38:23,57.56,99.98,57.58, , , ,
2018-05-22 12:53:23,57.63,99.98,57.66, , , ,
2018-05-22 13:08:23,58.10,99.98,58.12, , , ,
2018-05-22 13:23:23,58.71,99.93,58.73, , , ,
2018-05-22 13:38:23,58.56,99.48,58.45, , , ,
2018-05-22 13:53:23,58.71,99.98,58.74, , , ,
2018-05-22 14:08:23,59.25,99.98,59.28, , , ,
2018-05-22 14:23:23,59.02,99.16,58.82, , , ,
2018-05-22 14:38:23,58.95,99.61,58.87, , , ,
2018-05-22 14:53:23,58.71,99.16,58.51, , , ,
2018-05-22 15:08:23,58.56,99.51,58.45, , , ,
2018-05-22 15:23:23,58.10,99.82,58.08, , , ,
2018-05-22 15:38:23,58.02,99.87,58.02, , , ,
2018-05-22 15:53:23,57.79,99.98,57.81, , , ,
2018-05-22 16:08:23,58.02,99.98,58.05, , , ,
2018-05-22 16:23:23,57.86,99.98,57.89, , , ,
2018-05-22 16:38:23,57.63,99.98,57.66, , , ,
2018-05-22 16:53:23,57.32,99.98,57.35, , , ,
2018-05-22 17:08:23,57.48,99.98,57.50, , , ,
2018-05-22 17:23:23,57.32,99.98,57.35, , , ,
2018-05-22 17:38:23,57.32,99.98,57.35, , , ,
2018-05-22 17:53:23,57.25,99.98,57.27, , , ,
2018-05-22 18:08:23,57.01,99.98,57.04, , , ,
2018-05-22 18:23:23,56.94,99.98,56.96, , , ,
2018-05-22 18:38:23,56.86,99.98,56.89, , , ,
2018-05-22 18:53:23,56.63,99.98,56.65, , , ,
2018-05-22 19:08:23,56.71,99.98,56.73, , , ,
2018-05-22 19:23:23,56.63,99.98,56.65, , , ,
2018-05-22 19:38:23,56.55,99.98,56.58, , , ,
2018-05-22 19:53:23,56.55,99.98,56.58, , , ,
2018-05-22 20:08:23,56.47,99.98,56.50, , , ,
2018-05-22 20:23:23,56.40,99.98,56.42, , , ,
2018-05-22 20:38:23,56.32,99.98,56.34, , , ,
2018-05-22 20:53:23,56.24,99.98,56.27, , , ,
2018-05-22 21:08:23,56.17,99.98,56.19, , , ,
2018-05-22 21:23:23,56.17,99.98,56.19, , , ,
2018-05-22 21:38:23,55.93,99.98,55.96, , , ,
2018-05-22 21:53:23,55.86,99.98,55.88, , , ,
2018-05-22 22:08:23,55.62,99.98,55.65, , , ,
2018-05-22 22:23:23,55.55,99.98,55.57, , , ,
2018-05-22 22:38:23,55.47,99.98,55.49, , , ,
2018-05-22 22:53:23,55.32,99.98,55.34, , , ,
2018-05-22 23:08:23,55.24,99.98,55.26, , , ,
2018-05-22 23:23:23,55.16,99.98,55.18, , , ,
2018-05-22 23:38:23,55.16,99.98,55.18, , , ,
2018-05-22 23:53:23,55.16,99.98,55.18, , , ,
2018-05-23 00:08:23,55.01,99.98,55.03, , , ,
2018-05-23 00:23:23,54.93,99.98,54.95, , , ,
2018-05-23 00:38:23,54.78,99.98,54.80, , , ,
2018-05-23 00:53:23,54.78,99.98,54.80, , , ,
2018-05-23 01:08:23,54.70,99.98,54.72, , , ,
2018-05-23 01:23:23,54.70,99.98,54.72, , , ,
2018-05-23 01:38:23,54.47,99.98,54.49, , , ,
2018-05-23 01:53:23,54.54,99.98,54.57, , , ,
2018-05-23 02:08:23,54.47,99.98,54.49, , , ,
2018-05-23 02:23:23,54.31,99.98,54.33, , , ,
2018-05-23 02:38:23,54.08,99.98,54.10, , , ,
2018-05-23 02:53:23,54.23,99.98,54.26, , , ,
2018-05-23 03:08:23,54.16,99.98,54.18, , , ,
2018-05-23 03:23:23,54.08,99.98,54.10, , , ,
2018-05-23 03:38:23,53.93,99.98,53.95, , , ,
2018-05-23 03:53:23,54.00,99.98,54.02, , , ,
2018-05-23 04:08:23,53.93,99.98,53.95, , , ,
2018-05-23 04:23:23,53.93,99.98,53.95, , , ,
2018-05-23 04:38:23,53.93,99.98,53.95, , , ,
2018-05-23 04:53:23,53.93,99.98,53.95, , , ,
2018-05-23 05:08:23,53.93,99.98,53.95, , , ,
2018-05-23 05:23:23,53.85,99.98,53.87, , , ,
2018-05-23 05:38:23,53.77,99.98,53.79, , , ,
2018-05-23 05:53:23,53.77,99.98,53.79, , , ,
2018-05-23 06:08:23,53.85,99.98,53.87, , , ,
2018-05-23 06:23:23,54.00,99.98,54.02, , , ,
2018-05-23 06:38:23,54.39,99.98,54.41, , , ,
2018-05-23 06:53:23,55.16,99.98,55.18, , , ,
2018-05-23 07:08:23,57.25,98.13,56.75, , , ,
2018-05-23 07:23:23,58.79,99.98,58.82, , , ,
2018-05-23 07:38:23,59.49,93.94,57.77, , , ,
2018-05-23 07:53:23,58.48,97.86,57.91, , , ,
2018-05-23 08:08:23,58.87,97.57,58.21, , , ,
2018-05-23 08:23:23,58.71,96.66,57.80, , , ,
2018-05-23 08:38:23,57.71,99.98,57.74, , , ,
2018-05-23 08:53:23,57.17,99.35,57.02, , , ,
2018-05-23 09:08:23,57.63,99.98,57.66, , , ,
2018-05-23 09:23:23,57.63,99.35,57.48, , , ,
2018-05-23 09:38:23,57.40,99.98,57.43, , , ,
2018-05-23 09:53:23,57.01,99.98,57.04, , , ,
2018-05-23 10:08:23,56.78,99.98,56.81, , , ,
2018-05-23 10:23:23,56.63,99.98,56.65, , , ,
2018-05-23 10:38:23,56.71,99.98,56.73, , , ,
2018-05-23 10:53:23,56.86,99.98,56.89, , , ,
2018-05-23 11:08:23,57.25,99.98,57.27, , , ,
2018-05-23 11:23:23,57.71,99.98,57.74, , , ,
2018-05-23 11:38:23,58.33,99.98,58.35, , , ,
2018-05-23 11:53:23,59.49,99.98,59.52, , , ,
2018-05-23 12:08:23,59.64,97.67,59.02, , , ,
2018-05-23 12:23:23,60.41,99.98,60.44, , , ,
2018-05-23 12:38:23,59.33,99.21,59.14, , , ,
2018-05-23 12:53:23,58.17,99.48,58.06, , , ,
2018-05-23 13:08:23,57.56,99.74,57.52, , , ,
2018-05-23 13:23:23,57.17,99.98,57.19, , , ,
2018-05-23 13:38:23,57.01,99.98,57.04, , , ,
2018-05-23 13:53:23,56.71,99.98,56.73, , , ,
2018-05-23 14:08:23,56.94,99.98,56.96, , , ,
2018-05-23 14:23:23,56.86,99.98,56.89, , , ,
2018-05-23 14:38:23,56.78,99.98,56.81, , , ,
2018-05-23 14:53:23,56.55,99.98,56.58, , , ,
2018-05-23 15:08:23,56.55,99.98,56.58, , , ,
2018-05-23 15:23:23,56.55,99.98,56.58, , , ,
2018-05-23 15:38:23,56.55,99.98,56.58, , , ,
2018-05-23 15:53:23,56.24,99.98,56.27, , , ,
2018-05-23 16:08:23,55.93,99.95,55.95, , , ,
2018-05-23 16:23:23,55.86,99.98,55.88, , , ,
2018-05-23 16:38:23,55.78,99.98,55.80, , , ,
2018-05-23 16:53:23,55.55,99.85,55.53, , , ,
2018-05-23 17:08:23,55.47,99.98,55.49, , , ,
2018-05-23 17:23:23,55.55,99.98,55.57, , , ,
2018-05-23 17:38:23,55.55,99.98,55.57, , , ,
2018-05-23 17:53:23,55.39,99.98,55.42, , , ,
2018-05-23 18:08:23,55.16,99.98,55.18, , , ,
2018-05-23 18:23:23,55.24,99.98,55.26, , , ,
2018-05-23 18:38:23,55.01,99.98,55.03, , , ,
2018-05-23 18:53:23,54.85,99.98,54.87, , , ,
2018-05-23 19:08:23,54.62,99.98,54.64, , , ,
2018-05-23 19:23:23,54.54,99.98,54.57, , , ,
2018-05-23 19:38:23,54.47,99.98,54.49, , , ,
2018-05-23 19:53:23,54.23,99.98,54.26, , , ,
2018-05-23 20:08:23,54.31,99.98,54.33, , , ,
2018-05-23 20:23:23,54.31,99.98,54.33, , , ,
2018-05-23 20:38:23,54.31,99.98,54.33, , , ,
2018-05-23 20:53:23,54.23,99.98,54.26, , , ,
2018-05-23 21:08:23,54.08,99.98,54.10, , , ,
2018-05-23 21:23:23,54.08,99.98,54.10, , , ,
2018-05-23 21:38:23,54.00,99.98,54.02, , , ,
2018-05-23 21:53:23,54.00,99.98,54.02, , , ,
2018-05-23 22:08:23,53.85,99.98,53.87, , , ,
2018-05-23 22:23:23,53.85,99.98,53.87, , , ,
2018-05-23 22:38:23,53.69,99.98,53.71, , , ,
2018-05-23 22:53:23,53.62,99.98,53.64, , , ,
2018-05-23 23:08:23,53.62,99.98,53.64, , , ,
2018-05-23 23:23:23,53.62,99.98,53.64, , , ,
2018-05-23 23:38:23,53.54,99.98,53.56, , , ,
2018-05-23 23:53:23,53.69,99.98,53.71, , , ,
2018-05-24 00:08:23,53.62,99.98,53.64, , , ,
2018-05-24 00:23:23,53.62,99.98,53.64, , , ,
2018-05-24 00:38:23,53.69,99.98,53.71, , , ,
2018-05-24 00:53:23,53.62,99.98,53.64, , , ,
2018-05-24 01:08:23,53.62,99.98,53.64, , , ,
2018-05-24 01:23:23,53.46,99.98,53.48, , , ,
2018-05-24 01:38:23,53.39,99.98,53.41, , , ,
2018-05-24 01:53:23,53.46,99.98,53.48, , , ,
2018-05-24 02:08:23,53.31,99.98,53.33, , , ,
2018-05-24 02:23:23,53.39,99.98,53.41, , , ,
2018-05-24 02:38:23,53.31,99.98,53.33, , , ,
2018-05-24 02:53:23,53.23,99.98,53.25, , , ,
2018-05-24 03:08:23,53.23,99.98,53.25, , , ,
2018-05-24 03:23:23,53.31,99.98,53.33, , , ,
2018-05-24 03:38:23,53.23,99.98,53.25, , , ,
2018-05-24 03:53:23,53.15,99.98,53.17, , , ,
2018-05-24 04:08:23,53.15,99.98,53.17, , , ,
2018-05-24 04:23:23,53.15,99.98,53.17, , , ,
2018-05-24 04:38:23,53.00,99.98,53.02, , , ,
2018-05-24 04:53:23,53.00,99.98,53.02, , , ,
2018-05-24 05:08:23,53.00,99.98,53.02, , , ,
2018-05-24 05:23:23,53.00,99.98,53.02, , , ,
2018-05-24 05:38:23,53.00,99.98,53.02, , , ,
2018-05-24 05:53:23,53.08,99.98,53.10, , , ,
2018-05-24 06:08:23,53.00,99.98,53.02, , , ,
2018-05-24 06:23:23,53.00,99.98,53.02, , , ,
2018-05-24 06:38:23,52.84,99.98,52.86, , , ,
2018-05-24 06:53:23,52.84,99.98,52.86, , , ,
2018-05-24 07:08:23,52.38,99.98,52.40, , , ,
2018-05-24 07:23:23,52.07,99.98,52.09, , , ,
2018-05-24 07:38:23,52.15,99.98,52.17, , , ,
2018-05-24 07:53:23,52.61,99.98,52.63, , , ,
2018-05-24 08:08:23,53.08,99.98,53.10, , , ,
2018-05-24 08:23:23,53.08,99.98,53.10, , , ,
2018-05-24 08:38:23,54.00,99.98,54.02, , , ,
2018-05-24 08:53:23,53.85,99.98,53.87, , , ,
2018-05-24 09:08:23,53.62,99.98,53.64, , , ,
2018-05-24 09:23:23,53.69,99.98,53.71, , , ,
2018-05-24 09:38:23,53.77,99.98,53.79, , , ,
2018-05-24 09:53:23,53.85,99.98,53.87, , , ,
2018-05-24 10:08:23,54.23,99.98,54.26, , , ,
2018-05-24 10:23:23,54.54,99.98,54.57, , , ,
2018-05-24 10:38:23,54.70,99.98,54.72, , , ,
2018-05-24 10:53:23,54.85,99.98,54.87, , , ,
2018-05-24 11:08:23,54.85,99.98,54.87, , , ,
2018-05-24 11:23:23,54.78,98.58,54.41, , , ,
2018-05-24 11:38:23,54.54,99.98,54.57, , , ,
2018-05-24 11:53:23,54.23,99.98,54.26, , , ,
2018-05-24 12:08:23,54.85,99.98,54.87, , , ,
2018-05-24 12:23:23,55.08,99.98,55.11, , , ,
2018-05-24 12:38:23,55.24,99.98,55.26, , , ,
2018-05-24 12:53:23,55.08,99.98,55.11, , , ,
2018-05-24 13:08:23,55.62,99.98,55.65, , , ,
2018-05-24 13:23:23,55.24,99.98,55.26, , , ,
2018-05-24 13:38:23,54.62,99.98,54.64, , , ,
2018-05-24 13:53:23,54.47,99.98,54.49, , , ,
2018-05-24 14:08:23,54.31,99.98,54.33, , , ,
2018-05-24 14:23:23,54.62,99.98,54.64, , , ,
2018-05-24 14:38:23,54.47,99.98,54.49, , , ,
2018-05-24 14:53:23,54.54,99.98,54.57, , , ,
2018-05-24 15:08:23,54.23,99.98,54.26, , , ,
2018-05-24 15:23:23,54.08,99.98,54.10, , , ,
2018-05-24 15:38:23,54.16,99.98,54.18, , , ,
2018-05-24 15:53:23,54.00,99.98,54.02, , , ,
2018-05-24 16:08:23,54.00,99.98,54.02, , , ,
2018-05-24 16:23:23,53.93,99.98,53.95, , , ,
2018-05-24 16:38:23,53.77,99.98,53.79, , , ,
2018-05-24 16:53:23,53.69,99.98,53.71, , , ,
2018-05-24 17:08:23,53.69,99.98,53.71, , , ,
2018-05-24 17:23:23,53.77,99.98,53.79, , , ,
2018-05-24 17:38:23,53.85,99.98,53.87, , , ,
2018-05-24 17:53:23,53.77,99.98,53.79, , , ,
2018-05-24 18:08:23,53.62,99.98,53.64, , , ,
2018-05-24 18:23:23,53.54,99.98,53.56, , , ,
2018-05-24 18:38:23,53.31,99.98,53.33, , , ,
2018-05-24 18:53:23,53.15,99.98,53.17, , , ,
2018-05-24 19:08:23,53.08,99.98,53.10, , , ,
2018-05-24 19:23:23,52.92,99.98,52.94, , , ,
2018-05-24 19:38:23,53.00,99.98,53.02, , , ,
2018-05-24 19:53:23,52.92,99.98,52.94, , , ,
2018-05-24 20:08:23,53.00,99.98,53.02, , , ,
2018-05-24 20:23:23,52.84,99.98,52.86, , , ,
2018-05-24 20:38:23,52.84,99.98,52.86, , , ,
2018-05-24 20:53:23,52.84,99.98,52.86, , , ,
2018-05-24 21:08:23,52.69,99.98,52.71, , , ,
2018-05-24 21:23:23,52.61,99.98,52.63, , , ,
2018-05-24 21:38:23,52.69,99.98,52.71, , , ,
2018-05-24 21:53:23,52.69,99.98,52.71, , , ,
2018-05-24 22:08:23,52.69,99.98,52.71, , , ,
2018-05-24 22:23:23,52.69,99.98,52.71, , , ,
2018-05-24 22:38:23,52.61,99.98,52.63, , , ,
2018-05-24 22:53:23,52.61,99.98,52.63, , , ,
2018-05-24 23:08:23,52.61,99.98,52.63, , , ,
2018-05-24 23:23:23,52.61,99.98,52.63, , , ,
2018-05-24 23:38:23,52.46,99.98,52.48, , , ,
2018-05-24 23:53:23,52.30,99.98,52.32, , , ,
2018-05-25 00:08:23,52.38,99.98,52.40, , , ,
2018-05-25 00:23:23,52.30,99.98,52.32, , , ,
2018-05-25 00:38:23,52.30,99.98,52.32, , , ,
2018-05-25 00:53:23,52.30,99.98,52.32, , , ,
2018-05-25 01:08:23,52.30,99.98,52.32, , , ,
2018-05-25 01:23:23,52.23,99.98,52.24, , , ,
2018-05-25 01:38:23,52.00,99.98,52.01, , , ,
2018-05-25 01:53:23,52.00,99.98,52.01, , , ,
2018-05-25 02:08:23,51.69,99.98,51.70, , , ,
2018-05-25 02:23:23,51.76,99.98,51.78, , , ,
2018-05-25 02:38:23,51.76,99.98,51.78, , , ,
2018-05-25 02:53:23,51.76,99.98,51.78, , , ,
2018-05-25 03:08:23,51.76,99.98,51.78, , , ,
2018-05-25 03:23:23,51.61,99.98,51.63, , , ,
2018-05-25 03:38:23,51.69,99.98,51.70, , , ,
2018-05-25 03:53:23,51.53,99.98,51.55, , , ,
2018-05-25 04:08:23,51.53,99.98,51.55, , , ,
2018-05-25 04:23:23,51.61,99.98,51.63, , , ,
2018-05-25 04:38:23,51.45,99.61,51.37, , , ,
2018-05-25 04:53:23,51.15,99.98,51.16, , , ,
2018-05-25 05:08:23,51.15,99.98,51.16, , , ,
2018-05-25 05:23:23,50.99,99.98,51.01, , , ,
2018-05-25 05:38:23,51.22,99.98,51.24, , , ,
2018-05-25 05:53:23,51.38,99.98,51.39, , , ,
2018-05-25 06:08:23,51.76,99.98,51.78, , , ,
2018-05-25 06:23:23,52.77,99.85,52.75, , , ,
2018-05-25 06:38:23,56.24,96.77,55.36, , , ,
2018-05-25 06:53:23,58.17,96.23,57.14, , , ,
2018-05-25 07:08:23,58.25,94.59,56.74, , , ,
2018-05-25 07:23:23,57.17,91.10,54.63, , , ,
2018-05-25 07:38:23,58.10,95.34,56.80, , , ,
2018-05-25 07:53:23,58.02,94.94,56.61, , , ,
2018-05-25 08:08:23,57.09,98.50,56.70, , , ,
2018-05-25 08:23:23,57.56,96.50,56.60, , , ,
2018-05-25 08:38:23,59.25,96.34,58.24, , , ,
2018-05-25 08:53:23,60.34,94.86,58.89, , , ,
2018-05-25 09:08:23,61.42,92.85,59.36, , , ,
2018-05-25 09:23:23,59.64,95.64,58.43, , , ,
2018-05-25 09:38:23,59.25,96.77,58.37, , , ,
2018-05-25 09:53:23,58.40,97.43,57.71, , , ,
2018-05-25 10:08:23,58.10,99.87,58.09, , , ,
2018-05-25 10:23:23,57.63,99.35,57.48, , , ,
2018-05-25 10:38:23,57.17,98.87,56.88, , , ,
2018-05-25 10:53:23,57.01,98.45,56.61, , , ,
2018-05-25 11:08:23,57.09,99.69,57.04, , , ,
2018-05-25 11:23:23,57.17,98.47,56.77, , , ,
2018-05-25 11:38:23,57.17,99.69,57.11, , , ,
2018-05-25 11:53:23,57.32,99.98,57.35, , , ,
2018-05-25 12:08:23,57.17,99.74,57.13, , , ,
2018-05-25 12:23:23,56.78,99.98,56.81, , , ,
2018-05-25 12:38:23,57.32,99.98,57.35, , , ,
2018-05-25 12:53:23,57.40,99.98,57.43, , , ,
2018-05-25 13:08:23,57.79,99.98,57.81, , , ,
2018-05-25 13:23:23,57.48,99.74,57.44, , , ,
2018-05-25 13:38:23,57.40,99.98,57.43, , , ,
2018-05-25 13:53:23,56.94,99.98,56.96, , , ,
2018-05-25 14:08:23,56.55,99.98,56.58, , , ,
2018-05-25 14:23:23,56.32,99.98,56.34, , , ,
2018-05-25 14:38:23,56.24,99.98,56.27, , , ,
2018-05-25 14:53:23,56.32,99.98,56.34, , , ,
2018-05-25 15:08:23,56.09,99.98,56.11, , , ,
2018-05-25 15:23:23,55.62,99.98,55.65, , , ,
2018-05-25 15:38:23,55.70,99.98,55.73, , , ,
2018-05-25 15:53:23,55.86,99.98,55.88, , , ,
2018-05-25 16:08:23,55.86,99.98,55.88, , , ,
2018-05-25 16:23:23,55.86,99.98,55.88, , , ,
2018-05-25 16:38:23,55.86,99.98,55.88, , , ,
2018-05-25 16:53:23,55.86,99.98,55.88, , , ,
2018-05-25 17:08:23,55.78,99.98,55.80, , , ,
2018-05-25 17:23:23,55.78,99.98,55.80, , , ,
2018-05-25 17:38:23,55.47,99.87,55.46, , , ,
2018-05-25 17:53:23,55.39,99.98,55.42, , , ,
2018-05-25 18:08:23,55.24,99.98,55.26, , , ,
2018-05-25 18:23:23,55.24,99.98,55.26, , , ,
2018-05-25 18:38:23,55.24,99.98,55.26, , , ,
2018-05-25 18:53:23,55.24,99.98,55.26, , , ,
2018-05-25 19:08:23,55.24,99.98,55.26, , , ,
2018-05-25 19:23:23,55.16,99.98,55.18, , , ,
2018-05-25 19:38:23,55.24,99.98,55.26, , , ,
2018-05-25 19:53:23,55.24,99.98,55.26, , , ,
2018-05-25 20:08:23,55.39,99.98,55.42, , , ,
2018-05-25 20:23:23,55.16,99.98,55.18, , , ,
2018-05-25 20:38:23,55.24,99.98,55.26, , , ,
2018-05-25 20:53:23,55.16,99.98,55.18, , , ,
2018-05-25 21:08:23,55.16,99.98,55.18, , , ,
2018-05-25 21:23:23,55.16,99.98,55.18, , , ,
2018-05-25 21:38:23,55.08,99.98,55.11, , , ,
2018-05-25 21:53:23,55.08,99.98,55.11, , , ,
2018-05-25 22:08:23,55.01,99.98,55.03, , , ,
2018-05-25 22:23:23,54.93,99.98,54.95, , , ,
2018-05-25 22:38:23,55.01,99.98,55.03, , , ,
2018-05-25 22:53:23,54.78,99.98,54.80, , , ,
2018-05-25 23:08:23,54.70,99.98,54.72, , , ,
2018-05-25 23:23:23,54.62,99.98,54.64, , , ,
2018-05-25 23:38:23,54.70,99.98,54.72, , , ,
2018-05-25 23:53:23,54.62,99.98,54.64, , , ,
2018-05-26 00:08:23,54.62,99.98,54.64, , , ,
2018-05-26 00:23:23,54.54,99.98,54.57, , , ,
2018-05-26 00:38:23,54.31,99.98,54.33, , , ,
2018-05-26 00:53:23,53.85,99.98,53.87, , , ,
2018-05-26 01:08:23,53.62,99.98,53.64, , , ,
2018-05-26 01:23:23,53.62,99.98,53.64, , , ,
2018-05-26 01:38:23,53.62,99.98,53.64, , , ,
2018-05-26 01:53:23,53.54,99.98,53.56, , , ,
2018-05-26 02:08:23,53.54,99.98,53.56, , , ,
2018-05-26 02:23:23,53.54,99.98,53.56, , , ,
2018-05-26 02:38:23,53.46,99.98,53.48, , , ,
2018-05-26 02:53:23,53.54,99.98,53.56, , , ,
2018-05-26 03:08:23,53.54,99.98,53.56, , , ,
2018-05-26 03:23:23,53.69,99.98,53.71, , , ,
2018-05-26 03:38:23,53.62,99.98,53.64, , , ,
2018-05-26 03:53:23,53.54,99.98,53.56, , , ,
2018-05-26 04:08:23,53.31,99.98,53.33, , , ,
2018-05-26 04:23:23,53.08,99.98,53.10, , , ,
2018-05-26 04:38:23,53.15,99.98,53.17, , , ,
2018-05-26 04:53:23,52.77,99.98,52.79, , , ,
2018-05-26 05:08:23,52.84,99.98,52.86, , , ,
2018-05-26 05:23:23,53.00,99.98,53.02, , , ,
2018-05-26 05:38:23,53.00,99.90,53.00, , , ,
2018-05-26 05:53:23,53.00,99.98,53.02, , , ,
2018-05-26 06:08:23,52.92,99.98,52.94, , , ,
2018-05-26 06:23:23,53.08,99.98,53.10, , , ,
2018-05-26 06:38:23,53.23,99.98,53.25, , , ,
2018-05-26 06:53:23,53.69,99.98,53.71, , , ,
2018-05-26 07:08:23,53.93,99.98,53.95, , , ,
2018-05-26 07:23:23,54.00,99.98,54.02, , , ,
2018-05-26 07:38:23,54.31,99.98,54.33, , , ,
2018-05-26 07:53:23,54.62,99.69,54.56, , , ,
2018-05-26 08:08:23,55.47,99.98,55.49, , , ,
2018-05-26 08:23:23,56.32,99.56,56.23, , , ,
2018-05-26 08:38:23,58.17,99.98,58.20, , , ,
2018-05-26 08:53:23,58.95,97.09,58.15, , , ,
2018-05-26 09:08:23,58.95,97.51,58.28, , , ,
2018-05-26 09:23:23,57.40,99.98,57.43, , , ,
2018-05-26 09:38:23,56.47,99.98,56.50, , , ,
2018-05-26 09:53:23,55.93,99.98,55.96, , , ,
2018-05-26 10:08:23,56.01,99.98,56.03, , , ,
2018-05-26 10:23:23,56.24,99.98,56.27, , , ,
2018-05-26 10:38:23,56.71,99.98,56.73, , , ,
2018-05-26 10:53:23,56.78,99.98,56.81, , , ,
2018-05-26 11:08:23,57.25,99.98,57.27, , , ,
2018-05-26 11:23:23,58.10,99.98,58.12, , , ,
2018-05-26 11:38:23,58.40,99.98,58.43, , , ,
2018-05-26 11:53:23,58.56,99.98,58.59, , , ,
2018-05-26 12:08:23,59.02,99.98,59.05, , , ,
2018-05-26 12:23:23,58.64,99.93,58.65, , , ,
2018-05-26 12:38:23,57.94,99.98,57.97, , , ,
2018-05-26 12:53:23,58.10,99.98,58.12, , , ,
2018-05-26 13:08:23,58.10,99.98,58.12, , , ,
2018-05-26 13:23:23,58.17,99.98,58.20, , , ,
2018-05-26 13:38:23,57.63,99.40,57.50, , , ,
2018-05-26 13:53:23,57.63,99.98,57.66, , , ,
2018-05-26 14:08:23,57.32,99.98,57.35, , , ,
2018-05-26 14:23:23,57.48,99.74,57.44, , , ,
2018-05-26 14:38:23,57.17,99.98,57.19, , , ,
2018-05-26 14:53:23,57.01,99.98,57.04, , , ,
2018-05-26 15:08:23,56.86,99.98,56.89, , , ,
2018-05-26 15:23:23,56.63,99.98,56.65, , , ,
2018-05-26 15:38:23,56.63,99.98,56.65, , , ,
2018-05-26 15:53:23,56.63,99.98,56.65, , , ,
2018-05-26 16:08:23,56.55,99.98,56.58, , , ,
2018-05-26 16:23:23,56.17,99.93,56.17, , , ,
2018-05-26 16:38:23,55.93,99.98,55.96, , , ,
2018-05-26 16:53:23,56.01,99.98,56.03, , , ,
2018-05-26 17:08:23,56.01,99.98,56.03, , , ,
2018-05-26 17:23:23,55.86,99.90,55.86, , , ,
2018-05-26 17:38:23,55.70,99.98,55.73, , , ,
2018-05-26 17:53:23,55.55,99.98,55.57, , , ,
2018-05-26 18:08:23,55.47,99.98,55.49, , , ,
2018-05-26 18:23:23,55.39,99.98,55.42, , , ,
2018-05-26 18:38:23,55.24,99.98,55.26, , , ,
2018-05-26 18:53:23,55.16,99.98,55.18, , , ,
2018-05-26 19:08:23,55.01,99.98,55.03, , , ,
2018-05-26 19:23:23,54.62,99.69,54.56, , , ,
2018-05-26 19:38:23,54.31,99.98,54.33, , , ,
2018-05-26 19:53:23,54.47,99.98,54.49, , , ,
2018-05-26 20:08:23,54.54,99.98,54.57, , , ,
2018-05-26 20:23:23,54.47,99.98,54.49, , , ,
2018-05-26 20:38:23,54.16,99.98,54.18, , , ,
2018-05-26 20:53:23,54.08,99.98,54.10, , , ,
2018-05-26 21:08:23,53.85,99.98,53.87, , , ,
2018-05-26 21:23:23,53.69,99.98,53.71, , , ,
2018-05-26 21:38:23,53.85,99.98,53.87, , , ,
2018-05-26 21:53:23,53.77,99.98,53.79, , , ,
2018-05-26 22:08:23,53.69,99.98,53.71, , , ,
2018-05-26 22:23:23,53.77,99.98,53.79, , , ,
2018-05-26 22:38:23,53.69,99.98,53.71, , , ,
2018-05-26 22:53:23,53.77,99.98,53.79, , , ,
2018-05-26 23:08:23,53.69,99.98,53.71, , , ,
2018-05-26 23:23:23,53.54,99.98,53.56, , , ,
2018-05-26 23:38:23,53.46,99.98,53.48, , , ,
2018-05-26 23:53:23,53.54,99.98,53.56, , , ,
2018-05-27 00:08:23,53.54,99.98,53.56, , , ,
2018-05-27 00:23:23,53.46,99.98,53.48, , , ,
2018-05-27 00:38:23,53.54,99.98,53.56, , , ,
2018-05-27 00:53:23,53.46,99.98,53.48, , , ,
2018-05-27 01:08:23,53.46,99.98,53.48, , , ,
2018-05-27 01:23:23,53.39,99.98,53.41, , , ,
2018-05-27 01:38:23,53.23,99.98,53.25, , , ,
2018-05-27 01:53:23,53.31,99.98,53.33, , , ,
2018-05-27 02:08:23,53.15,99.98,53.17, , , ,
2018-05-27 02:23:23,53.23,99.98,53.25, , , ,
2018-05-27 02:38:23,53.23,99.98,53.25, , , ,
2018-05-27 02:53:23,53.23,99.98,53.25, , , ,
2018-05-27 03:08:23,53.15,99.98,53.17, , , ,
2018-05-27 03:23:23,53.15,99.98,53.17, , , ,
2018-05-27 03:38:23,53.15,99.98,53.17, , , ,
2018-05-27 03:53:23,53.23,99.98,53.25, , , ,
