Serial Number:20293298 --

Date Time - GMT +05:00,"Temp, (*F)","RH, (%)","DewPt, (*F)",Host Connect,Button Down,EOF,
2018-06-16 17:08:23,54.93,99.98,54.95, , , ,
2018-06-16 17:23:23,55.01,99.98,55.03, , , ,
2018-06-16 17:38:23,55.16,99.98,55.18, , , ,
2018-06-16 17:53:23,55.32,99.98,55.34, , , ,
2018-06-16 18:08:23,55.08,99.98,55.11, , , ,
2018-06-16 18:23:23,55.08,99.98,55.11, , , ,
2018-06-16 18:38:23,54.93,99.98,54.95, , , ,
2018-06-16 18:53:23,54.85,99.98,54.87, , , ,
2018-06-16 19:08:23,54.78,99.98,54.80, , , ,
2018-06-16 19:23:23,54.54,99.98,54.57, , , ,
2018-06-16 19:38:23,54.39,99.98,54.41, , , ,
2018-06-16 19:53:23,54.23,99.98,54.26, , , ,
2018-06-16 20:08:23,54.08,99.98,54.10, , , ,
2018-06-16 20:23:23,54.00,99.98,54.02, , , ,
2018-06-16 20:38:23,54.08,99.98,54.10, , , ,
2018-06-16 20:53:23,54.00,99.98,54.02, , , ,
2018-06-16 21:08:23,54.08,99.98,54.10, , , ,
2018-06-16 21:23:23,54.16,99.98,54.18, , , ,
2018-06-16 21:38:23,54.23,99.98,54.26, , , ,
2018-06-16 21:53:23,54.16,99.98,54.18, , , ,
2018-06-16 22:08:23,54.16,99.98,54.18, , , ,
2018-06-16 22:23:23,54.16,99.98,54.18, , , ,
2018-06-16 22:38:23,54.23,99.98,54.26, , , ,
2018-06-16 22:53:23,54.08,99.98,54.10, , , ,
2018-06-16 23:08:23,54.16,99.98,54.18, , , ,
2018-06-16 23:23:23,54.16,99.98,54.18, , , ,
2018-06-16 23:38:23,54.08,99.98,54.10, , , ,
2018-06-16 23:53:23,54.00,99.98,54.02, , , ,
2018-06-17 00:08:23,53.93,99.98,53.95, , , ,
2018-06-17 00:23:23,53.69,99.98,53.71, , , ,
2018-06-17 00:38:23,53.85,99.98,53.87, , , ,
2018-06-17 00:53:23,53.85,99.98,53.87, , , ,
2018-06-17 01:08:23,53.93,99.98,53.95, , , ,
2018-06-17 01:23:23,54.00,99.98,54.02, , , ,
2018-06-17 01:38:23,53.93,99.98,53.95, , , ,
2018-06-17 01:53:23,53.93,99.98,53.95, , , ,
2018-06-17 02:08:23,53.93,99.98,53.95, , , ,
2018-06-17 02:23:23,53.93,99.98,53.95, , , ,
2018-06-17 02:38:23,54.00,99.98,54.02, , , ,
2018-06-17 02:53:23,53.85,99.98,53.87, , , ,
2018-06-17 03:08:23,53.85,99.98,53.87, , , ,
2018-06-17 03:23:23,53.93,99.98,53.95, , , ,
2018-06-17 03:38:23,53.77,99.98,53.79, , , ,
2018-06-17 03:53:23,53.77,99.98,53.79, , , ,
2018-06-17 04:08:23,53.85,99.98,53.87, , , ,
2018-06-17 04:23:23,53.85,99.98,53.87, , , ,
2018-06-17 04:38:23,53.93,99.98,53.95, , , ,
2018-06-17 04:53:23,53.85,99.98,53.87, , , ,
2018-06-17 05:08:23,53.85,99.98,53.87, , , ,
2018-06-17 05:23:23,53.77,99.98,53.79, , , ,
2018-06-17 05:38:23,53.85,99.98,53.87, , , ,
2018-06-17 05:53:23,53.93,99.98,53.95, , , ,
2018-06-17 06:08:23,54.08,99.98,54.10, , , ,
2018-06-17 06:23:23,54.08,99.98,54.10, , , ,
2018-06-17 06:38:23,54.31,99.98,54.33, , , ,
2018-06-17 06:53:23,54.47,99.98,54.49, , , ,
2018-06-17 07:08:23,54.78,99.98,54.80, , , ,
2018-06-17 07:23:23,54.54,99.98,54.57, , , ,
2018-06-17 07:38:23,54.70,99.98,54.72, , , ,
2018-06-17 07:53:23,54.85,99.98,54.87, , , ,
2018-06-17 08:08:23,55.47,99.98,55.49, , , ,
2018-06-17 08:23:23,55.47,99.98,55.49, , , ,
2018-06-17 08:38:23,55.78,99.98,55.80, , , ,
2018-06-17 08:53:23,56.24,99.98,56.27, , , ,
2018-06-17 09:08:23,55.70,99.98,55.73, , , ,
2018-06-17 09:23:23,55.32,99.98,55.34, , , ,
2018-06-17 09:38:23,55.55,99.98,55.57, , , ,
2018-06-17 09:53:23,56.01,99.98,56.03, , , ,
2018-06-17 10:08:23,56.40,99.98,56.42, , , ,
2018-06-17 10:23:23,57.09,99.98,57.12, , , ,
2018-06-17 10:38:23,56.78,99.98,56.81, , , ,
2018-06-17 10:53:23,56.63,99.98,56.65, , , ,
2018-06-17 11:08:23,56.32,99.98,56.34, , , ,
2018-06-17 11:23:23,56.32,99.98,56.34, , , ,
2018-06-17 11:38:23,56.17,99.98,56.19, , , ,
2018-06-17 11:53:23,56.17,99.98,56.19, , , ,
2018-06-17 12:08:23,56.17,99.98,56.19, , , ,
2018-06-17 12:23:23,56.09,99.98,56.11, , , ,
2018-06-17 12:38:23,56.09,99.98,56.11, , , ,
2018-06-17 12:53:23,56.01,99.98,56.03, , , ,
2018-06-17 13:08:23,56.01,99.98,56.03, , , ,
2018-06-17 13:23:23,55.86,99.98,55.88, , , ,
2018-06-17 13:38:23,55.86,99.98,55.88, , , ,
2018-06-17 13:53:23,55.62,99.98,55.65, , , ,
2018-06-17 14:08:23,55.70,99.98,55.73, , , ,
2018-06-17 14:23:23,55.70,99.98,55.73, , , ,
2018-06-17 14:38:23,55.70,99.98,55.73, , , ,
2018-06-17 14:53:23,55.78,99.98,55.80, , , ,
2018-06-17 15:08:23,55.78,99.98,55.80, , , ,
2018-06-17 15:23:23,55.86,99.98,55.88, , , ,
2018-06-17 15:38:23,55.86,99.98,55.88, , , ,
2018-06-17 15:53:23,55.86,99.98,55.88, , , ,
2018-06-17 16:08:23,55.78,99.98,55.80, , , ,
2018-06-17 16:23:23,55.62,99.98,55.65, , , ,
2018-06-17 16:38:23,55.62,99.98,55.65, , , ,
2018-06-17 16:53:23,55.55,99.98,55.57, , , ,
2018-06-17 17:08:23,55.39,99.98,55.42, , , ,
2018-06-17 17:23:23,55.47,99.98,55.49, , , ,
2018-06-17 17:38:23,55.47,99.98,55.49, , , ,
2018-06-17 17:53:23,55.39,99.98,55.42, , , ,
2018-06-17 18:08:23,55.39,99.98,55.42, , , ,
2018-06-17 18:23:23,55.47,99.98,55.49, , , ,
2018-06-17 18:38:23,55.39,99.98,55.42, , , ,
2018-06-17 18:53:23,55.39,99.98,55.42, , , ,
2018-06-17 19:08:23,55.47,99.98,55.49, , , ,
2018-06-17 19:23:23,55.47,99.98,55.49, , , ,
2018-06-17 19:38:23,55.39,99.98,55.42, , , ,
2018-06-17 19:53:23,55.47,99.98,55.49, , , ,
2018-06-17 20:08:23,55.55,99.98,55.57, , , ,
2018-06-17 20:23:23,55.55,99.98,55.57, , , ,
2018-06-17 20:38:23,55.47,99.98,55.49, , , ,
2018-06-17 20:53:23,55.62,99.98,55.65, , , ,
2018-06-17 21:08:23,55.70,99.98,55.73, , , ,
2018-06-17 21:23:23,55.70,99.98,55.73, , , ,
2018-06-17 21:38:23,55.70,99.98,55.73, , , ,
2018-06-17 21:53:23,55.62,99.98,55.65, , , ,
2018-06-17 22:08:23,55.78,99.98,55.80, , , ,
2018-06-17 22:23:23,55.62,99.98,55.65, , , ,
2018-06-17 22:38:23,55.70,99.98,55.73, , , ,
2018-06-17 22:53:23,55.70,99.98,55.73, , , ,
2018-06-17 23:08:23,55.78,99.98,55.80, , , ,
2018-06-17 23:23:23,55.70,99.98,55.73, , , ,
2018-06-17 23:38:23,55.62,99.98,55.65, , , ,
2018-06-17 23:53:23,55.62,99.98,55.65, , , ,
2018-06-18 00:08:23,55.70,99.98,55.73, , , ,
2018-06-18 00:23:23,55.62,99.98,55.65, , , ,
2018-06-18 00:38:23,55.70,99.98,55.73, , , ,
2018-06-18 00:53:23,55.70,99.98,55.73, , , ,
2018-06-18 01:08:23,55.55,99.98,55.57, , , ,
2018-06-18 01:23:23,55.55,99.98,55.57, , , ,
2018-06-18 01:38:23,55.55,99.98,55.57, , , ,
2018-06-18 01:53:23,55.55,99.98,55.57, , , ,
2018-06-18 02:08:23,55.47,99.98,55.49, , , ,
2018-06-18 02:23:23,55.47,99.98,55.49, , , ,
2018-06-18 02:38:23,55.39,99.98,55.42, , , ,
2018-06-18 02:53:23,55.24,99.98,55.26, , , ,
2018-06-18 03:08:23,55.16,99.98,55.18, , , ,
2018-06-18 03:23:23,55.16,99.98,55.18, , , ,
2018-06-18 03:38:23,55.08,99.98,55.11, , , ,
2018-06-18 03:53:23,55.01,99.98,55.03, , , ,
2018-06-18 04:08:23,55.01,99.98,55.03, , , ,
2018-06-18 04:23:23,54.85,99.98,54.87, , , ,
2018-06-18 04:38:23,54.70,99.98,54.72, , , ,
2018-06-18 04:53:23,54.78,99.98,54.80, , , ,
2018-06-18 05:08:23,54.70,99.98,54.72, , , ,
2018-06-18 05:23:23,54.70,99.98,54.72, , , ,
2018-06-18 05:38:23,54.78,99.98,54.80, , , ,
2018-06-18 05:53:23,54.78,99.98,54.80, , , ,
2018-06-18 06:08:23,54.85,99.98,54.87, , , ,
2018-06-18 06:23:23,54.85,99.98,54.87, , , ,
2018-06-18 06:38:23,54.93,99.98,54.95, , , ,
2018-06-18 06:53:23,55.16,99.98,55.18, , , ,
2018-06-18 07:08:23,55.24,99.98,55.26, , , ,
2018-06-18 07:23:23,55.70,99.98,55.73, , , ,
2018-06-18 07:38:23,55.55,99.98,55.57, , , ,
2018-06-18 07:53:23,55.93,99.98,55.96, , , ,
2018-06-18 08:08:23,55.78,99.98,55.80, , , ,
2018-06-18 08:23:23,55.78,99.98,55.80, , , ,
2018-06-18 08:38:23,55.70,99.98,55.73, , , ,
2018-06-18 08:53:23,56.01,99.98,56.03, , , ,
2018-06-18 09:08:23,56.09,99.98,56.11, , , ,
2018-06-18 09:23:23,56.09,99.98,56.11, , , ,
2018-06-18 09:38:23,56.55,99.98,56.58, , , ,
2018-06-18 09:53:23,56.40,99.98,56.42, , , ,
2018-06-18 10:08:23,56.24,99.98,56.27, , , ,
2018-06-18 10:23:23,56.94,99.98,56.96, , , ,
2018-06-18 10:38:23,56.63,99.98,56.65, , , ,
2018-06-18 10:53:23,56.94,99.98,56.96, , , ,
2018-06-18 11:08:23,56.86,99.98,56.89, , , ,
2018-06-18 11:23:23,56.71,99.98,56.73, , , ,
2018-06-18 11:38:23,56.71,99.98,56.73, , , ,
2018-06-18 11:53:23,57.25,99.98,57.27, , , ,
2018-06-18 12:08:23,56.94,99.98,56.96, , , ,
2018-06-18 12:23:23,56.78,99.98,56.81, , , ,
2018-06-18 12:38:23,56.71,99.98,56.73, , , ,
2018-06-18 12:53:23,56.63,99.98,56.65, , , ,
2018-06-18 13:08:23,56.86,99.98,56.89, , , ,
2018-06-18 13:23:23,57.09,99.98,57.12, , , ,
2018-06-18 13:38:23,57.01,99.98,57.04, , , ,
2018-06-18 13:53:23,56.86,99.98,56.89, , , ,
2018-06-18 14:08:23,57.09,99.98,57.12, , , ,
2018-06-18 14:23:23,57.01,99.98,57.04, , , ,
2018-06-18 14:38:23,57.09,99.98,57.12, , , ,
2018-06-18 14:53:23,57.17,99.98,57.19, , , ,
2018-06-18 15:08:23,57.32,99.98,57.35, , , ,
2018-06-18 15:23:23,57.32,99.98,57.35, , , ,
2018-06-18 15:38:23,57.63,99.98,57.66, , , ,
2018-06-18 15:53:23,57.71,99.98,57.74, , , ,
2018-06-18 16:08:23,57.79,99.98,57.81, , , ,
2018-06-18 16:23:23,57.56,99.98,57.58, , , ,
2018-06-18 16:38:23,57.56,99.98,57.58, , , ,
2018-06-18 16:53:23,57.56,99.98,57.58, , , ,
2018-06-18 17:08:23,57.63,99.98,57.66, , , ,
2018-06-18 17:23:23,57.71,99.98,57.74, , , ,
2018-06-18 17:38:23,57.56,99.98,57.58, , , ,
2018-06-18 17:53:23,57.48,99.98,57.50, , , ,
2018-06-18 18:08:23,57.40,99.98,57.43, , , ,
2018-06-18 18:23:23,57.25,99.98,57.27, , , ,
2018-06-18 18:38:23,57.09,99.98,57.12, , , ,
2018-06-18 18:53:23,57.01,99.98,57.04, , , ,
2018-06-18 19:08:23,56.86,99.98,56.89, , , ,
2018-06-18 19:23:23,56.78,99.98,56.81, , , ,
2018-06-18 19:38:23,56.63,99.98,56.65, , , ,
2018-06-18 19:53:23,56.63,99.98,56.65, , , ,
2018-06-18 20:08:23,56.55,99.98,56.58, , , ,
2018-06-18 20:23:23,56.47,99.98,56.50, , , ,
2018-06-18 20:38:23,56.40,99.98,56.42, , , ,
2018-06-18 20:53:23,56.32,99.98,56.34, , , ,
2018-06-18 21:08:23,56.24,99.98,56.27, , , ,
2018-06-18 21:23:23,56.32,99.98,56.34, , , ,
2018-06-18 21:38:23,56.32,99.98,56.34, , , ,
2018-06-18 21:53:23,56.17,99.98,56.19, , , ,
2018-06-18 22:08:23,56.09,99.98,56.11, , , ,
2018-06-18 22:23:23,56.09,99.98,56.11, , , ,
2018-06-18 22:38:23,55.93,99.98,55.96, , , ,
2018-06-18 22:53:23,55.93,99.98,55.96, , , ,
2018-06-18 23:08:23,55.93,99.98,55.96, , , ,
2018-06-18 23:23:23,55.86,99.98,55.88, , , ,
2018-06-18 23:38:23,55.86,99.98,55.88, , , ,
2018-06-18 23:53:23,55.78,99.98,55.80, , , ,
2018-06-19 00:08:23,55.70,99.98,55.73, , , ,
2018-06-19 00:23:23,55.62,99.98,55.65, , , ,
2018-06-19 00:38:23,55.55,99.98,55.57, , , ,
2018-06-19 00:53:23,55.62,99.98,55.65, , , ,
2018-06-19 01:08:23,55.39,99.98,55.42, , , ,
2018-06-19 01:23:23,55.01,99.98,55.03, , , ,
2018-06-19 01:38:23,54.93,99.98,54.95, , , ,
2018-06-19 01:53:23,54.93,99.98,54.95, , , ,
2018-06-19 02:08:23,54.85,99.98,54.87, , , ,
2018-06-19 02:23:23,54.62,99.98,54.64, , , ,
2018-06-19 02:38:23,54.54,99.98,54.57, , , ,
2018-06-19 02:53:23,54.47,99.98,54.49, , , ,
2018-06-19 03:08:23,54.47,99.98,54.49, , , ,
2018-06-19 03:23:23,54.39,99.98,54.41, , , ,
2018-06-19 03:38:23,54.47,99.98,54.49, , , ,
2018-06-19 03:53:23,54.31,99.98,54.33, , , ,
2018-06-19 04:08:23,54.23,99.98,54.26, , , ,
2018-06-19 04:23:23,54.23,99.98,54.26, , , ,
2018-06-19 04:38:23,54.16,99.98,54.18, , , ,
2018-06-19 04:53:23,54.16,99.98,54.18, , , ,
2018-06-19 05:08:23,54.08,99.98,54.10, , , ,
2018-06-19 05:23:23,54.00,99.98,54.02, , , ,
2018-06-19 05:38:23,54.00,99.98,54.02, , , ,
2018-06-19 05:53:23,54.23,99.98,54.26, , , ,
2018-06-19 06:08:23,54.00,99.98,54.02, , , ,
2018-06-19 06:23:23,53.93,99.98,53.95, , , ,
2018-06-19 06:38:23,54.31,99.98,54.33, , , ,
2018-06-19 06:53:23,54.39,99.98,54.41, , , ,
2018-06-19 07:08:23,54.70,99.98,54.72, , , ,
2018-06-19 07:23:23,55.86,99.98,55.88, , , ,
2018-06-19 07:38:23,57.86,99.98,57.89, , , ,
2018-06-19 07:53:23,58.87,99.98,58.90, , , ,
2018-06-19 08:08:23,57.79,99.98,57.81, , , ,
2018-06-19 08:23:23,58.25,99.98,58.28, , , ,
2018-06-19 08:38:23,60.80,99.43,60.67, , , ,
2018-06-19 08:53:23,59.33,99.98,59.36, , , ,
2018-06-19 09:08:23,58.33,99.98,58.35, , , ,
2018-06-19 09:23:23,58.17,99.98,58.20, , , ,
2018-06-19 09:38:23,57.71,99.98,57.74, , , ,
2018-06-19 09:53:23,57.25,99.98,57.27, , , ,
2018-06-19 10:08:23,57.17,99.98,57.19, , , ,
2018-06-19 10:23:23,57.25,99.98,57.27, , , ,
2018-06-19 10:38:23,57.63,99.98,57.66, , , ,
2018-06-19 10:53:23,57.94,99.98,57.97, , , ,
2018-06-19 11:08:23,57.71,99.98,57.74, , , ,
2018-06-19 11:23:23,57.94,99.98,57.97, , , ,
2018-06-19 11:38:23,58.79,99.98,58.82, , , ,
2018-06-19 11:53:23,59.72,99.98,59.75, , , ,
2018-06-19 12:08:23,59.10,99.98,59.13, , , ,
2018-06-19 12:23:23,59.79,99.98,59.82, , , ,
2018-06-19 12:38:23,59.64,99.98,59.67, , , ,
2018-06-19 12:53:23,59.64,99.98,59.67, , , ,
2018-06-19 13:08:23,59.87,99.98,59.90, , , ,
2018-06-19 13:23:23,60.10,99.98,60.13, , , ,
2018-06-19 13:38:23,60.41,99.98,60.44, , , ,
2018-06-19 13:53:23,59.95,99.72,59.90, , , ,
2018-06-19 14:08:23,60.64,99.98,60.68, , , ,
2018-06-19 14:23:23,60.72,99.98,60.75, , , ,
2018-06-19 14:38:23,60.80,99.98,60.83, , , ,
2018-06-19 14:53:23,60.49,99.98,60.52, , , ,
2018-06-19 15:08:23,60.34,99.98,60.37, , , ,
2018-06-19 15:23:23,60.03,99.98,60.06, , , ,
2018-06-19 15:38:23,59.79,99.98,59.82, , , ,
2018-06-19 15:53:23,59.56,99.98,59.59, , , ,
2018-06-19 16:08:23,59.64,99.98,59.67, , , ,
2018-06-19 16:23:23,59.72,99.98,59.75, , , ,
2018-06-19 16:38:23,59.72,99.98,59.75, , , ,
2018-06-19 16:53:23,59.56,99.98,59.59, , , ,
2018-06-19 17:08:23,59.72,99.98,59.75, , , ,
2018-06-19 17:23:23,59.41,99.98,59.44, , , ,
2018-06-19 17:38:23,59.10,99.98,59.13, , , ,
2018-06-19 17:53:23,58.64,99.98,58.66, , , ,
2018-06-19 18:08:23,58.64,99.98,58.66, , , ,
2018-06-19 18:23:23,58.64,99.98,58.66, , , ,
2018-06-19 18:38:23,58.56,99.98,58.59, , , ,
2018-06-19 18:53:23,58.48,99.98,58.51, , , ,
2018-06-19 19:08:23,58.40,99.98,58.43, , , ,
2018-06-19 19:23:23,58.25,99.98,58.28, , , ,
2018-06-19 19:38:23,58.02,99.98,58.05, , , ,
2018-06-19 19:53:23,58.02,99.98,58.05, , , ,
2018-06-19 20:08:23,57.94,99.98,57.97, , , ,
2018-06-19 20:23:23,57.63,99.98,57.66, , , ,
2018-06-19 20:38:23,57.09,99.98,57.12, , , ,
2018-06-19 20:53:23,56.78,99.98,56.81, , , ,
2018-06-19 21:08:23,56.94,99.98,56.96, , , ,
2018-06-19 21:23:23,56.86,99.98,56.89, , , ,
2018-06-19 21:38:23,56.63,99.98,56.65, , , ,
2018-06-19 21:53:23,56.32,99.98,56.34, , , ,
2018-06-19 22:08:23,56.24,99.98,56.27, , , ,
2018-06-19 22:23:23,56.17,99.98,56.19, , , ,
2018-06-19 22:38:23,56.24,99.98,56.27, , , ,
2018-06-19 22:53:23,56.01,99.98,56.03, , , ,
2018-06-19 23:08:23,56.17,99.98,56.19, , , ,
2018-06-19 23:23:23,56.09,99.98,56.11, , , ,
2018-06-19 23:38:23,56.09,99.98,56.11, , , ,
2018-06-19 23:53:23,55.93,99.98,55.96, , , ,
2018-06-20 00:08:23,55.93,99.98,55.96, , , ,
2018-06-20 00:23:23,55.93,99.98,55.96, , , ,
2018-06-20 00:38:23,55.86,99.98,55.88, , , ,
2018-06-20 00:53:23,55.86,99.98,55.88, , , ,
2018-06-20 01:08:23,55.70,99.98,55.73, , , ,
2018-06-20 01:23:23,55.70,99.98,55.73, , , ,
2018-06-20 01:38:23,55.70,99.98,55.73, , , ,
2018-06-20 01:53:23,55.70,99.98,55.73, , , ,
2018-06-20 02:08:23,55.70,99.98,55.73, , , ,
2018-06-20 02:23:23,55.62,99.98,55.65, , , ,
2018-06-20 02:38:23,55.62,99.98,55.65, , , ,
2018-06-20 02:53:23,55.62,99.98,55.65, , , ,
2018-06-20 03:08:23,55.70,99.98,55.73, , , ,
2018-06-20 03:23:23,55.62,99.98,55.65, , , ,
2018-06-20 03:38:23,55.62,99.98,55.65, , , ,
2018-06-20 03:53:23,55.62,99.98,55.65, , , ,
2018-06-20 04:08:23,55.55,99.98,55.57, , , ,
2018-06-20 04:23:23,55.47,99.98,55.49, , , ,
2018-06-20 04:38:23,55.47,99.98,55.49, , , ,
2018-06-20 04:53:23,55.55,99.98,55.57, , , ,
2018-06-20 05:08:23,55.39,99.98,55.42, , , ,
2018-06-20 05:23:23,55.16,99.98,55.18, , , ,
2018-06-20 05:38:23,55.08,99.98,55.11, , , ,
2018-06-20 05:53:23,54.78,99.98,54.80, , , ,
2018-06-20 06:08:23,54.78,99.98,54.80, , , ,
2018-06-20 06:23:23,54.93,99.98,54.95, , , ,
2018-06-20 06:38:23,55.16,99.98,55.18, , , ,
2018-06-20 06:53:23,55.62,99.98,55.65, , , ,
2018-06-20 07:08:23,56.01,99.98,56.03, , , ,
2018-06-20 07:23:23,55.86,99.98,55.88, , , ,
2018-06-20 07:38:23,56.63,99.98,56.65, , , ,
2018-06-20 07:53:23,57.86,99.98,57.89, , , ,
2018-06-20 08:08:23,60.72,99.98,60.75, , , ,
2018-06-20 08:23:23,58.02,99.98,58.05, , , ,
2018-06-20 08:38:23,57.17,99.98,57.19, , , ,
2018-06-20 08:53:23,56.86,99.98,56.89, , , ,
2018-06-20 09:08:23,57.17,99.98,57.19, , , ,
2018-06-20 09:23:23,57.86,99.98,57.89, , , ,
2018-06-20 09:38:23,58.17,99.98,58.20, , , ,
2018-06-20 09:53:23,59.87,99.98,59.90, , , ,
2018-06-20 10:08:23,60.10,99.98,60.13, , , ,
2018-06-20 10:23:23,60.34,99.98,60.37, , , ,
2018-06-20 10:38:23,59.25,99.98,59.28, , , ,
2018-06-20 10:53:23,58.79,99.98,58.82, , , ,
2018-06-20 11:08:23,58.87,99.98,58.90, , , ,
2018-06-20 11:23:23,59.10,99.98,59.13, , , ,
2018-06-20 11:38:23,59.18,99.98,59.21, , , ,
2018-06-20 11:53:23,59.79,99.98,59.82, , , ,
2018-06-20 12:08:23,60.26,99.98,60.29, , , ,
2018-06-20 12:23:23,59.72,99.98,59.75, , , ,
2018-06-20 12:38:23,59.18,99.98,59.21, , , ,
2018-06-20 12:53:23,59.10,99.98,59.13, , , ,
2018-06-20 13:08:23,58.79,99.98,58.82, , , ,
2018-06-20 13:23:23,58.71,99.98,58.74, , , ,
2018-06-20 13:38:23,58.79,99.98,58.82, , , ,
2018-06-20 13:53:23,58.87,99.98,58.90, , , ,
2018-06-20 14:08:23,59.18,99.98,59.21, , , ,
2018-06-20 14:23:23,59.41,99.98,59.44, , , ,
2018-06-20 14:38:23,59.64,99.98,59.67, , , ,
2018-06-20 14:53:23,59.95,99.98,59.98, , , ,
2018-06-20 15:08:23,59.95,99.98,59.98, , , ,
2018-06-20 15:23:23,60.18,99.98,60.21, , , ,
2018-06-20 15:38:23,60.18,99.98,60.21, , , ,
2018-06-20 15:53:23,60.10,99.98,60.13, , , ,
2018-06-20 16:08:23,60.10,99.98,60.13, , , ,
2018-06-20 16:23:23,59.87,99.98,59.90, , , ,
2018-06-20 16:38:23,59.56,99.98,59.59, , , ,
2018-06-20 16:53:23,59.25,99.98,59.28, , , ,
2018-06-20 17:08:23,59.10,99.98,59.13, , , ,
2018-06-20 17:23:23,58.95,99.98,58.97, , , ,
2018-06-20 17:38:23,58.87,99.98,58.90, , , ,
2018-06-20 17:53:23,58.64,99.98,58.66, , , ,
2018-06-20 18:08:23,58.64,99.98,58.66, , , ,
2018-06-20 18:23:23,58.48,99.98,58.51, , , ,
2018-06-20 18:38:23,58.33,99.98,58.35, , , ,
2018-06-20 18:53:23,58.17,99.98,58.20, , , ,
2018-06-20 19:08:23,58.02,99.98,58.05, , , ,
2018-06-20 19:23:23,58.10,99.98,58.12, , , ,
2018-06-20 19:38:23,57.94,99.98,57.97, , , ,
2018-06-20 19:53:23,57.71,99.98,57.74, , , ,
2018-06-20 20:08:23,57.48,99.98,57.50, , , ,
2018-06-20 20:23:23,57.01,99.98,57.04, , , ,
2018-06-20 20:38:23,56.78,99.98,56.81, , , ,
2018-06-20 20:53:23,56.71,99.98,56.73, , , ,
2018-06-20 21:08:23,56.55,99.98,56.58, , , ,
2018-06-20 21:23:23,56.63,99.98,56.65, , , ,
2018-06-20 21:38:23,56.78,99.98,56.81, , , ,
2018-06-20 21:53:23,56.71,99.98,56.73, , , ,
2018-06-20 22:08:23,56.40,99.98,56.42, , , ,
2018-06-20 22:23:23,56.09,99.98,56.11, , , ,
2018-06-20 22:38:23,55.93,99.98,55.96, , , ,
2018-06-20 22:53:23,55.93,99.98,55.96, , , ,
2018-06-20 23:08:23,55.55,99.98,55.57, , , ,
2018-06-20 23:23:23,55.47,99.98,55.49, , , ,
2018-06-20 23:38:23,55.32,99.98,55.34, , , ,
2018-06-20 23:53:23,55.24,99.98,55.26, , , ,
2018-06-21 00:08:23,55.01,99.98,55.03, , , ,
2018-06-21 00:23:23,54.93,99.98,54.95, , , ,
2018-06-21 00:38:23,54.93,99.98,54.95, , , ,
2018-06-21 00:53:23,54.93,99.98,54.95, , , ,
2018-06-21 01:08:23,54.85,99.98,54.87, , , ,
2018-06-21 01:23:23,54.62,99.98,54.64, , , ,
2018-06-21 01:38:23,54.47,99.98,54.49, , , ,
2018-06-21 01:53:23,54.39,99.98,54.41, , , ,
2018-06-21 02:08:23,54.39,99.98,54.41, , , ,
2018-06-21 02:23:23,54.23,99.98,54.26, , , ,
2018-06-21 02:38:23,54.31,99.98,54.33, , , ,
2018-06-21 02:53:23,54.31,99.98,54.33, , , ,
2018-06-21 03:08:23,54.23,99.98,54.26, , , ,
2018-06-21 03:23:23,54.16,99.98,54.18, , , ,
2018-06-21 03:38:23,54.16,99.98,54.18, , , ,
2018-06-21 03:53:23,54.16,99.98,54.18, , , ,
2018-06-21 04:08:23,54.08,99.98,54.10, , , ,
2018-06-21 04:23:23,54.00,99.98,54.02, , , ,
2018-06-21 04:38:23,54.00,99.98,54.02, , , ,
2018-06-21 04:53:23,54.08,99.98,54.10, , , ,
2018-06-21 05:08:23,54.16,99.98,54.18, , , ,
2018-06-21 05:23:23,54.16,99.98,54.18, , , ,
2018-06-21 05:38:23,54.39,99.98,54.41, , , ,
2018-06-21 05:53:23,54.54,99.98,54.57, , , ,
2018-06-21 06:08:23,55.01,99.98,55.03, , , ,
2018-06-21 06:23:23,55.16,99.98,55.18, , , ,
2018-06-21 06:38:23,55.70,99.98,55.73, , , ,
2018-06-21 06:53:23,57.40,99.98,57.43, , , ,
2018-06-21 07:08:23,57.56,99.98,57.58, , , ,
2018-06-21 07:23:23,59.33,99.98,59.36, , , ,
2018-06-21 07:38:23,60.49,98.63,60.14, , , ,
2018-06-21 07:53:23,60.34,99.98,60.37, , , ,
2018-06-21 08:08:23,58.95,99.98,58.97, , , ,
2018-06-21 08:23:23,60.64,99.98,60.68, , , ,
2018-06-21 08:38:23,61.26,94.61,59.74, , , ,
2018-06-21 08:53:23,61.57,99.98,61.60, , , ,
2018-06-21 09:08:23,61.18,99.90,61.19, , , ,
2018-06-21 09:23:23,60.41,99.98,60.44, , , ,
2018-06-21 09:38:23,59.25,99.98,59.28, , , ,
2018-06-21 09:53:23,59.49,99.98,59.52, , , ,
2018-06-21 10:08:23,60.57,99.98,60.60, , , ,
2018-06-21 10:23:23,60.26,99.98,60.29, , , ,
2018-06-21 10:38:23,62.42,99.98,62.45, , , ,
2018-06-21 10:53:23,62.81,96.50,61.83, , , ,
2018-06-21 11:08:23,61.03,99.48,60.92, , , ,
2018-06-21 11:23:23,60.95,99.98,60.98, , , ,
2018-06-21 11:38:23,60.57,99.98,60.60, , , ,
2018-06-21 11:53:23,59.72,99.98,59.75, , , ,
2018-06-21 12:08:23,59.25,99.98,59.28, , , ,
2018-06-21 12:23:23,59.64,99.98,59.67, , , ,
2018-06-21 12:38:23,59.87,99.98,59.90, , , ,
2018-06-21 12:53:23,59.95,99.98,59.98, , , ,
